15072	8	15073
3230	2	15074
15075	2	15076
15077	2	15078
15079	2	15080
15081	10	15082
15083	13	15084
15085	14	15086
15087	4	15088
15089	2	15080
15090	19	15091
15092	12	15093
15094	11	15095
15096	20	15097
15098	25	15099
1904	20	15100
453	19	15101
15102	21	15103
15104	19	15105
15106	9	15107
15108	17	15109
15110	14	15111
15112	2	15113
3030	2	15114
15115	20	15100
2963	6	15116
15117	17	15109
15118	6	15119
15120	6	15116
15121	25	15122
15123	2	15124
1109	5	15125
4732	15	15126
15127	29	15128
15129	2	15080
132	28	15130
15131	9	15107
15132	25	15099
291	18	15133
15134	19	15091
15135	24	15136
15137	2	15076
5749	20	15100
15138	14	15139
15140	5	15141
15142	16	15143
15144	29	15128
4771	4	15088
15145	2	15146
15147	2	15148
15149	2	15150
15151	2	15152
15153	1	15154
15155	12	15093
41	16	15156
15157	30	15158
15159	25	15099
15160	2	15161
15162	29	15128
15163	23	15164
15165	29	15128
15166	2	15080
15167	19	15168
15169	10	15082
15170	20	15097
15171	18	15133
1534	25	15099
15172	11	15173
15174	15	15175
15176	9	15177
15178	2	15179
15180	2	15181
15182	27	15183
15184	0	15185
15186	13	15084
15187	5	15141
15188	5	15125
15189	1	15154
15190	6	15119
15191	5	15125
15192	2	15193
15194	1	15154
15195	9	15107
1090	13	15084
15196	5	15125
15197	30	15158
1225	2	15198
15199	28	15130
4652	22	15200
15201	0	15202
15203	10	15082
15204	8	15205
15206	15	15126
15207	23	15208
15209	6	15116
15210	1	15154
580	15	15126
15211	27	15212
15213	25	15214
15215	10	15082
15216	13	15084
15217	14	15086
15218	5	15125
876	11	15173
15219	22	15200
15220	9	15107
15221	5	15125
1368	21	15222
15223	2	15224
15225	11	15095
642	4	15088
397	23	15208
15188	14	15111
15226	12	15227
15228	0	15229
15230	14	15111
15231	4	15088
15232	1	15154
15233	2	15080
15234	35	15235
15236	14	15237
15238	18	15133
15239	17	15109
15240	1	15154
15241	27	15212
15242	2	15243
4664	13	15084
15244	5	15141
15245	2	15150
15246	20	15247
15248	15	15126
15249	15	15126
3263	25	15214
988	2	15250
15251	2	15198
15252	4	15088
15253	15	15126
15254	10	15082
15255	2	15256
15257	25	15214
15258	0	15259
15260	22	15261
15262	17	15109
15263	25	15099
15264	2	15080
15265	18	15133
3678	2	15266
15267	21	15103
404	9	15107
15268	22	15261
15269	10	15082
15270	22	15261
15271	2	15272
15273	2	15274
15275	2	15193
15276	2	15080
15277	2	15266
15278	1	15154
15279	25	15099
385	4	15088
15280	2	15080
492	36	15281
15282	20	15100
15283	21	15103
15284	9	15177
1004	1	15154
15285	30	15158
15286	12	15093
2115	29	15128
15287	5	15125
1152	9	15177
15288	2	15289
15290	10	15082
2396	19	15105
15291	11	15095
15292	13	15084
15293	12	15093
15294	2	15295
15296	11	15095
15297	16	15298
1349	23	15208
15299	12	15227
1269	2	15150
15300	5	15125
15301	1	15154
15302	2	15303
15304	14	15305
3010	8	15073
15306	15	15126
15307	23	15208
15308	25	15214
5	2	15150
15309	23	15208
15310	14	15111
15311	18	15133
15312	2	15161
15313	19	15314
15315	11	15173
15316	4	15088
15317	2	15080
15318	8	15073
15319	1	15320
15321	20	15247
1405	20	15322
15323	17	15109
15324	20	15247
15325	18	15133
30	9	15177
15326	19	15091
15327	12	15328
15329	30	15330
15331	36	15281
15332	6	15119
15333	1	15154
15334	18	15133
15335	13	15084
15336	5	15141
15337	21	15103
15338	2	15339
15340	15	15126
15341	25	15099
15342	5	15141
15343	2	15080
15344	10	15082
15345	11	15095
15346	2	15161
15079	12	15093
15347	2	15348
15349	25	15122
15350	25	15122
2507	4	15088
15351	29	15352
15353	15	15126
15354	2	15355
15356	1	15320
15357	20	15322
15358	15	15126
3311	9	15107
15092	13	15084
15359	16	15360
15361	13	15084
15264	25	15214
15362	11	15095
15363	18	15133
15364	2	15365
15366	9	15107
15367	4	15088
15368	2	15076
15369	21	15103
15370	18	15133
15371	1	15154
34	16	15156
15372	25	15099
15373	2	15374
15375	2	15080
15376	13	15084
3721	1	15154
15377	0	15185
15378	19	15105
15379	2	15113
15380	1	15154
15381	2	15382
15383	0	15384
15385	2	15080
536	35	15386
15387	9	15177
15388	23	15208
15389	1	15154
15390	2	15391
15392	2	15393
15394	2	15224
15395	19	15105
4649	4	15088
1921	16	15360
2079	12	15093
15396	16	15397
15398	12	15093
15399	10	15082
15400	18	15133
15401	2	15076
15402	1	15320
15403	20	15097
15404	5	15125
15405	2	15224
15406	4	15088
15407	0	15229
15408	14	15111
2757	16	15409
15410	16	15409
15411	25	15214
15412	2	15181
15413	9	15107
1016	5	15141
15414	4	15088
15415	25	15214
15416	2	15417
15418	6	15116
15419	25	15214
15420	24	15136
15421	16	15422
15423	16	15397
15424	2	15425
15426	20	15097
2757	6	15119
15427	20	15100
15428	18	15429
15430	16	15156
2622	2	15193
15258	14	15305
15431	16	15156
15432	20	15100
15433	2	15434
15435	2	15436
15437	0	15202
2593	9	15107
15438	2	15439
15440	1	15154
15441	21	15103
15442	2	15080
15443	20	15322
15444	2	15445
15446	21	15103
15447	0	15448
15449	22	15200
481	19	15450
2647	29	15128
15451	2	15452
1680	9	15107
1834	6	15116
15453	0	15454
15455	5	15125
402	2	15456
1875	11	15095
15457	33	15458
15459	2	15193
2293	23	15164
3156	25	15099
15460	2	15080
670	14	15111
15461	10	15082
869	2	15150
15346	16	15422
15462	16	15298
15463	16	15298
15464	20	15247
3727	20	15097
15465	2	15289
15466	21	15103
15467	10	15082
1161	2	15468
15319	16	15360
15469	21	15103
15470	21	15222
15471	23	15208
15284	11	15095
15472	12	15093
487	6	15119
15473	5	15141
15474	19	15091
15475	23	15208
15476	10	15082
15477	17	15478
15479	14	15086
15480	0	15481
15482	21	15103
15483	19	15105
15484	2	15224
15485	2	15439
15486	23	15208
15487	10	15082
15488	11	15095
15489	13	15084
15490	2	15491
15492	36	15281
15493	2	15080
15494	23	15208
15495	18	15133
15496	8	15205
15497	21	15103
15498	2	15080
15499	14	15237
15500	23	15208
1437	25	15122
15501	2	15502
15503	10	15082
15504	4	15088
15505	21	15222
1457	1	15154
15506	11	15095
15507	18	15133
15508	4	15088
860	0	15509
15510	15	15126
15511	12	15093
15476	19	15512
687	11	15095
15513	13	15084
15514	29	15128
1500	29	15128
2070	13	15084
15515	0	15185
15516	5	15125
15517	19	15518
15519	16	15520
15521	21	15103
5826	2	15303
15522	4	15088
15523	5	15125
15524	2	15303
2990	22	15261
1920	12	15093
204	2	15080
15525	11	15095
15526	0	15527
15528	8	15205
5401	31	15529
15530	18	15133
15531	0	15532
15533	30	15158
15534	22	15261
15535	1	15154
1348	28	15536
15537	19	15105
15538	2	15468
15539	2	15540
15541	17	15109
15542	29	15128
5749	18	15133
15543	6	15119
15544	18	15133
15545	23	15208
15321	4	15088
15546	22	15200
15547	20	15100
15548	19	15105
15549	1	15154
15550	0	15448
15551	13	15084
3952	11	15173
15494	5	15125
15552	4	15088
15553	1	15154
15554	15	15126
15555	19	15105
3474	11	15173
15556	29	15352
15557	20	15100
15558	18	15133
1537	9	15107
15559	13	15084
15560	23	15208
15561	2	15562
15563	18	15133
15564	0	15454
15565	0	15532
4902	16	15397
